Vertex: node:53213, PageRank: 7.573152717631948E-4
Vertex: node:120292, PageRank: 1.8385362345835798E-5
Vertex: node:88602, PageRank: 1.8383050383435644E-5
Vertex: node:41191, PageRank: 1.837693280627904E-5
Vertex: node:90809, PageRank: 1.8375611423845933E-5
Vertex: node:40394, PageRank: 1.837161926096136E-5
Vertex: node:74297, PageRank: 1.836779437026339E-5
Vertex: node:32672, PageRank: 1.8366349755065838E-5
Vertex: node:86657, PageRank: 1.836178410092113E-5
Vertex: node:28257, PageRank: 1.8360530079566626E-5
Vertex: node:45274, PageRank: 1.835818147447587E-5
Vertex: node:63627, PageRank: 1.835818147447587E-5
Vertex: node:130933, PageRank: 1.835080120391008E-5
Vertex: node:762, PageRank: 1.835080120391008E-5
Vertex: node:55853, PageRank: 1.8345409149277536E-5
Vertex: node:123131, PageRank: 1.8344291145621232E-5
Vertex: node:68736, PageRank: 1.834240878623105E-5
Vertex: node:124937, PageRank: 1.8340925876906492E-5
Vertex: node:130003, PageRank: 1.8340925876906492E-5
Vertex: node:75069, PageRank: 1.8336182066986035E-5
Vertex: node:101612, PageRank: 1.8328272354190275E-5
Vertex: node:80498, PageRank: 1.8328272354190275E-5
Vertex: node:57819, PageRank: 1.8322754901217917E-5
Vertex: node:63072, PageRank: 1.831715155422582E-5
Vertex: node:36258, PageRank: 1.8313748278481426E-5
Vertex: node:78697, PageRank: 1.8313748278481426E-5
Vertex: node:64666, PageRank: 1.8313476335029006E-5
Vertex: node:10055, PageRank: 1.8310204358482677E-5
Vertex: node:3047, PageRank: 1.8306176491865113E-5
Vertex: node:87422, PageRank: 1.8306176491865113E-5
Vertex: node:11199, PageRank: 1.830540077854341E-5
Vertex: node:22837, PageRank: 1.8303573895451666E-5
Vertex: node:28236, PageRank: 1.8303573895451666E-5
Vertex: node:50992, PageRank: 1.8303533295378856E-5
Vertex: node:118014, PageRank: 1.8302821721148887E-5
Vertex: node:3890, PageRank: 1.8302821721148887E-5
Vertex: node:22683, PageRank: 1.829969044942356E-5
Vertex: node:115717, PageRank: 1.829959558322847E-5
Vertex: node:94966, PageRank: 1.8299420144055152E-5
Vertex: node:43470, PageRank: 1.8297936015304813E-5
Vertex: node:100358, PageRank: 1.8296600656579266E-5
Vertex: node:9203, PageRank: 1.829436984506659E-5
Vertex: node:7824, PageRank: 1.8288842635120847E-5
Vertex: node:48793, PageRank: 1.828688788786892E-5
Vertex: node:65495, PageRank: 1.828688788786892E-5
Vertex: node:131470, PageRank: 1.82835734913761E-5
Vertex: node:48199, PageRank: 1.82835734913761E-5
Vertex: node:131596, PageRank: 1.828115808464853E-5
Vertex: node:75472, PageRank: 1.8280476870688372E-5
Vertex: node:56402, PageRank: 1.8280324317567086E-5
Vertex: node:131850, PageRank: 1.82793613867733E-5
Vertex: node:109792, PageRank: 1.827693916285996E-5
Vertex: node:88017, PageRank: 1.827489732553856E-5
Vertex: node:15409, PageRank: 1.82744084129249E-5
Vertex: node:70276, PageRank: 1.827206232939845E-5
Vertex: node:42204, PageRank: 1.8270229637053337E-5
Vertex: node:27579, PageRank: 1.82663711794352E-5
Vertex: node:50478, PageRank: 1.82663711794352E-5
Vertex: node:13046, PageRank: 1.8260722913668466E-5
Vertex: node:116988, PageRank: 1.8253681958759547E-5
Vertex: node:117973, PageRank: 1.8253681958759547E-5
Vertex: node:108878, PageRank: 1.8252564790456513E-5
Vertex: node:96197, PageRank: 1.8252564790456513E-5
Vertex: node:82588, PageRank: 1.8249376527027755E-5
Vertex: node:107636, PageRank: 1.8248572905876804E-5
Vertex: node:101560, PageRank: 1.8244238156255442E-5
Vertex: node:73288, PageRank: 1.8242636468384414E-5
Vertex: node:85566, PageRank: 1.8242636468384414E-5
Vertex: node:61628, PageRank: 1.8241304876508903E-5
Vertex: node:47669, PageRank: 1.8238615664948253E-5
Vertex: node:101464, PageRank: 1.8236257045761052E-5
Vertex: node:90152, PageRank: 1.823292055201954E-5
Vertex: node:87637, PageRank: 1.8230776686797864E-5
Vertex: node:76750, PageRank: 1.8230334261875333E-5
Vertex: node:119908, PageRank: 1.821864126447099E-5
Vertex: node:34917, PageRank: 1.821864126447099E-5
Vertex: node:57944, PageRank: 1.821324995478398E-5
Vertex: node:27251, PageRank: 1.8205888395234133E-5
Vertex: node:32013, PageRank: 1.8205108010923687E-5
Vertex: node:78003, PageRank: 1.8203303194693597E-5
Vertex: node:101324, PageRank: 1.8198181153050037E-5
Vertex: node:53629, PageRank: 1.8198181153050037E-5
Vertex: node:38227, PageRank: 1.8196394053046195E-5
Vertex: node:106710, PageRank: 1.8192614344912878E-5
Vertex: node:5273, PageRank: 1.8190940058130098E-5
Vertex: node:61629, PageRank: 1.8188813757767167E-5
Vertex: node:91542, PageRank: 1.8182468942186575E-5
Vertex: node:28129, PageRank: 1.8180885724743107E-5
Vertex: node:118326, PageRank: 1.817975914609144E-5
Vertex: node:133034, PageRank: 1.8179179111332618E-5
Vertex: node:59810, PageRank: 1.817147271141784E-5
Vertex: node:66456, PageRank: 1.8171069842672782E-5
Vertex: node:132369, PageRank: 1.817010058319946E-5
Vertex: node:53607, PageRank: 1.8170032115601625E-5
Vertex: node:39714, PageRank: 1.816848033942864E-5
Vertex: node:96819, PageRank: 1.816848033942864E-5
Vertex: node:64654, PageRank: 1.816331574256567E-5
Vertex: node:108182, PageRank: 1.8161885251332858E-5
Vertex: node:16111, PageRank: 1.8159752229979424E-5
Vertex: node:11917, PageRank: 1.8157521924252944E-5
Vertex: node:39965, PageRank: 1.8155087110303608E-5
Vertex: node:96820, PageRank: 1.815455817562239E-5
Vertex: node:59032, PageRank: 1.815453134659169E-5
Vertex: node:16790, PageRank: 1.815040488210648E-5
Vertex: node:62948, PageRank: 1.8147580352723466E-5
Vertex: node:81418, PageRank: 1.814347774893341E-5
Vertex: node:57015, PageRank: 1.8138679969300858E-5
Vertex: node:3681, PageRank: 1.8136691042725393E-5
Vertex: node:604, PageRank: 1.8136691042725393E-5
Vertex: node:31404, PageRank: 1.813604224797712E-5
Vertex: node:34457, PageRank: 1.8134436620801586E-5
Vertex: node:91619, PageRank: 1.8134436620801586E-5
Vertex: node:90216, PageRank: 1.8130302025917057E-5
Vertex: node:15252, PageRank: 1.8130192355830958E-5
Vertex: node:93365, PageRank: 1.8130192355830958E-5
Vertex: node:2969, PageRank: 1.8125964985601405E-5
Vertex: node:54013, PageRank: 1.8119763566616294E-5
Vertex: node:70918, PageRank: 1.81160550344484E-5
Vertex: node:60601, PageRank: 1.8107626355933592E-5
Vertex: node:120459, PageRank: 1.810689695524332E-5
Vertex: node:127661, PageRank: 1.8106311421926284E-5
Vertex: node:76916, PageRank: 1.810465565678265E-5
Vertex: node:42624, PageRank: 1.8103304671637243E-5
Vertex: node:39113, PageRank: 1.8103293099270968E-5
Vertex: node:36110, PageRank: 1.8103274591765984E-5
Vertex: node:130594, PageRank: 1.810285213399932E-5
Vertex: node:103217, PageRank: 1.8099878260150875E-5
Vertex: node:105362, PageRank: 1.8099878260150875E-5
Vertex: node:54208, PageRank: 1.8096387347522117E-5
Vertex: node:1127, PageRank: 1.809624237347661E-5
Vertex: node:114154, PageRank: 1.8095185629640584E-5
Vertex: node:56955, PageRank: 1.809434130899198E-5
Vertex: node:43652, PageRank: 1.8092706541626118E-5
Vertex: node:20905, PageRank: 1.8092128311480373E-5
Vertex: node:35304, PageRank: 1.8092128311480373E-5
Vertex: node:5547, PageRank: 1.8091526700682373E-5
Vertex: node:121212, PageRank: 1.8090545671082217E-5
Vertex: node:131215, PageRank: 1.808640349006028E-5
Vertex: node:18860, PageRank: 1.8084275724649423E-5
Vertex: node:120793, PageRank: 1.8083063241818452E-5
Vertex: node:38231, PageRank: 1.8076879328537245E-5
Vertex: node:127275, PageRank: 1.8074602831030496E-5
Vertex: node:85562, PageRank: 1.8074602831030496E-5
Vertex: node:25388, PageRank: 1.807028515721274E-5
Vertex: node:29121, PageRank: 1.8069298628493905E-5
Vertex: node:17863, PageRank: 1.8068359806630715E-5
Vertex: node:105367, PageRank: 1.8068217745825027E-5
Vertex: node:46748, PageRank: 1.8068217745825027E-5
Vertex: node:76920, PageRank: 1.8063348563885295E-5
Vertex: node:48541, PageRank: 1.8062141165352795E-5
Vertex: node:80534, PageRank: 1.8062141165352795E-5
Vertex: node:109196, PageRank: 1.80620286676773E-5
Vertex: node:90922, PageRank: 1.8059723121317655E-5
Vertex: node:38968, PageRank: 1.8056570402857154E-5
Vertex: node:20788, PageRank: 1.8050830074399656E-5
Vertex: node:28934, PageRank: 1.805049753845668E-5
Vertex: node:105409, PageRank: 1.8049080156198058E-5
Vertex: node:83802, PageRank: 1.8046365238098158E-5
Vertex: node:4154, PageRank: 1.8045840133965205E-5
Vertex: node:42285, PageRank: 1.8044937325080974E-5
Vertex: node:92128, PageRank: 1.8044937325080974E-5
Vertex: node:112390, PageRank: 1.804433396444172E-5
Vertex: node:112423, PageRank: 1.804433396444172E-5
Vertex: node:100794, PageRank: 1.804298379025602E-5
Vertex: node:1368, PageRank: 1.804141412896342E-5
Vertex: node:113483, PageRank: 1.804097148707395E-5
Vertex: node:48876, PageRank: 1.804097148707395E-5
Vertex: node:93283, PageRank: 1.8037768602597827E-5
Vertex: node:12928, PageRank: 1.8033730334582207E-5
Vertex: node:108193, PageRank: 1.803006627460765E-5
Vertex: node:128359, PageRank: 1.8023758051143724E-5
Vertex: node:65493, PageRank: 1.8023758051143724E-5
Vertex: node:102480, PageRank: 1.8020708705408595E-5
Vertex: node:16021, PageRank: 1.8016374666140775E-5
Vertex: node:44795, PageRank: 1.8016166414840236E-5
Vertex: node:61435, PageRank: 1.8016166414840236E-5
Vertex: node:110427, PageRank: 1.801547582253904E-5
Vertex: node:122337, PageRank: 1.8014651195465112E-5
Vertex: node:28918, PageRank: 1.8007131738160486E-5
Vertex: node:92168, PageRank: 1.8007131738160486E-5
Vertex: node:6975, PageRank: 1.8005644560890276E-5
Vertex: node:77986, PageRank: 1.8002976304411838E-5
Vertex: node:57467, PageRank: 1.7997372015719578E-5
Vertex: node:64161, PageRank: 1.7997372015719578E-5
Vertex: node:15163, PageRank: 1.7988981387556427E-5
Vertex: node:22525, PageRank: 1.7984325619742666E-5
Vertex: node:49247, PageRank: 1.7984325619742666E-5
Vertex: node:25782, PageRank: 1.7974993842254906E-5
Vertex: node:120205, PageRank: 1.7971647541933446E-5
Vertex: node:36015, PageRank: 1.7969844925578416E-5
Vertex: node:84053, PageRank: 1.7968516481698177E-5
Vertex: node:16346, PageRank: 1.7965040556905533E-5
Vertex: node:54140, PageRank: 1.7962659034422444E-5
Vertex: node:21086, PageRank: 1.7951857454256335E-5
Vertex: node:75796, PageRank: 1.7951857454256335E-5
Vertex: node:45889, PageRank: 1.7947995209481004E-5
Vertex: node:26859, PageRank: 1.7946601261400586E-5
Vertex: node:124034, PageRank: 1.7945181325272778E-5
Vertex: node:34206, PageRank: 1.7941128654852708E-5
Vertex: node:110297, PageRank: 1.7938442927328627E-5
Vertex: node:40244, PageRank: 1.793709232736276E-5
Vertex: node:643, PageRank: 1.793106741123518E-5
Vertex: node:90120, PageRank: 1.793106741123518E-5
Vertex: node:129358, PageRank: 1.792583284777958E-5
Vertex: node:3781, PageRank: 1.7918439669840703E-5
Vertex: node:108539, PageRank: 1.7910064095001194E-5
Vertex: node:22106, PageRank: 1.7908118981969234E-5
Vertex: node:66761, PageRank: 1.7908118981969234E-5
Vertex: node:47209, PageRank: 1.7907970952477724E-5
Vertex: node:111563, PageRank: 1.7905986200541423E-5
Vertex: node:24610, PageRank: 1.7905986200541423E-5
Vertex: node:26330, PageRank: 1.790578699424968E-5
Vertex: node:111932, PageRank: 1.7900014115557967E-5
Vertex: node:100182, PageRank: 1.789378163887645E-5
Vertex: node:18507, PageRank: 1.7891416087460096E-5
Vertex: node:80190, PageRank: 1.7891416087460096E-5
Vertex: node:113431, PageRank: 1.7891365116671125E-5
Vertex: node:82882, PageRank: 1.7890494867563692E-5
Vertex: node:76930, PageRank: 1.788894742657851E-5
Vertex: node:67123, PageRank: 1.7888465512094938E-5
Vertex: node:83519, PageRank: 1.7884054173617754E-5
Vertex: node:5185, PageRank: 1.7878657756684054E-5
Vertex: node:30666, PageRank: 1.7878249260608526E-5
Vertex: node:91217, PageRank: 1.787640757446432E-5
Vertex: node:55606, PageRank: 1.787397218676679E-5
Vertex: node:132220, PageRank: 1.787072957668119E-5
Vertex: node:28524, PageRank: 1.787072957668119E-5
Vertex: node:118308, PageRank: 1.7868047850911492E-5
Vertex: node:38280, PageRank: 1.7866523774183864E-5
Vertex: node:63580, PageRank: 1.7866523774183864E-5
Vertex: node:122182, PageRank: 1.7865211452869723E-5
Vertex: node:55057, PageRank: 1.7855443843323983E-5
Vertex: node:101842, PageRank: 1.785455793418419E-5
Vertex: node:38985, PageRank: 1.785455793418419E-5
Vertex: node:112386, PageRank: 1.7851936431269172E-5
Vertex: node:2926, PageRank: 1.7851936431269172E-5
Vertex: node:62708, PageRank: 1.7851209424206982E-5
Vertex: node:21765, PageRank: 1.7850540672382998E-5
Vertex: node:51494, PageRank: 1.7847249504952384E-5
Vertex: node:133117, PageRank: 1.784349768087806E-5
Vertex: node:83572, PageRank: 1.78376379438371E-5
Vertex: node:97005, PageRank: 1.7836093500505525E-5
Vertex: node:37247, PageRank: 1.783445558543061E-5
Vertex: node:117831, PageRank: 1.7832853364043127E-5
Vertex: node:70479, PageRank: 1.783219513358775E-5
Vertex: node:131330, PageRank: 1.7830692933532613E-5
Vertex: node:27749, PageRank: 1.7830692933532613E-5
Vertex: node:28718, PageRank: 1.7830293672567462E-5
Vertex: node:82624, PageRank: 1.7830293672567462E-5
Vertex: node:72512, PageRank: 1.7826700139951395E-5
Vertex: node:105902, PageRank: 1.7821490623178417E-5
Vertex: node:123346, PageRank: 1.781663740995271E-5
Vertex: node:78551, PageRank: 1.781663740995271E-5
Vertex: node:89634, PageRank: 1.7812939243736597E-5
Vertex: node:103752, PageRank: 1.781166298938073E-5
Vertex: node:122290, PageRank: 1.7804882213498043E-5
Vertex: node:19556, PageRank: 1.7800581871054044E-5
Vertex: node:109712, PageRank: 1.7797305661606322E-5
Vertex: node:66356, PageRank: 1.7788240500066544E-5
Vertex: node:112183, PageRank: 1.7787039064217834E-5
Vertex: node:113009, PageRank: 1.7776318792547394E-5
Vertex: node:85563, PageRank: 1.7774852584584058E-5
Vertex: node:44513, PageRank: 1.7767874274364934E-5
Vertex: node:82483, PageRank: 1.776656070507965E-5
Vertex: node:18460, PageRank: 1.7763555927817445E-5
Vertex: node:12076, PageRank: 1.776223002845474E-5
Vertex: node:79466, PageRank: 1.7760614337787218E-5
Vertex: node:60958, PageRank: 1.7754882783501084E-5
Vertex: node:64345, PageRank: 1.7754854176398226E-5
Vertex: node:43649, PageRank: 1.7746443603204584E-5
Vertex: node:78426, PageRank: 1.7745500735245616E-5
Vertex: node:55604, PageRank: 1.7744162334723536E-5
Vertex: node:59377, PageRank: 1.7744162334723536E-5
Vertex: node:126294, PageRank: 1.7743883900714072E-5
Vertex: node:1501, PageRank: 1.77432396847541E-5
Vertex: node:88016, PageRank: 1.7742702390717936E-5
Vertex: node:91216, PageRank: 1.773942599841371E-5
Vertex: node:74203, PageRank: 1.7734515469710844E-5
Vertex: node:78905, PageRank: 1.772787343582411E-5
Vertex: node:115143, PageRank: 1.772378782837904E-5
Vertex: node:54461, PageRank: 1.7720011341412584E-5
Vertex: node:90902, PageRank: 1.7719973129803882E-5
Vertex: node:107025, PageRank: 1.7715782094645054E-5
Vertex: node:95894, PageRank: 1.7715249675807246E-5
Vertex: node:103939, PageRank: 1.7710604713658134E-5
Vertex: node:70459, PageRank: 1.771018104736615E-5
Vertex: node:40516, PageRank: 1.7708314724394075E-5
Vertex: node:16250, PageRank: 1.770786993235492E-5
Vertex: node:50371, PageRank: 1.7703964021079025E-5
Vertex: node:64794, PageRank: 1.7703964021079025E-5
Vertex: node:53423, PageRank: 1.7695208003737646E-5
Vertex: node:33884, PageRank: 1.769352514418566E-5
Vertex: node:15525, PageRank: 1.768825035847842E-5
Vertex: node:16444, PageRank: 1.76859785319062E-5
Vertex: node:70856, PageRank: 1.7684742362001246E-5
Vertex: node:85836, PageRank: 1.7684742362001246E-5
Vertex: node:8836, PageRank: 1.7676453236148E-5
Vertex: node:30371, PageRank: 1.767333707217961E-5
Vertex: node:729, PageRank: 1.767333707217961E-5
Vertex: node:68749, PageRank: 1.767300321365628E-5
Vertex: node:118940, PageRank: 1.76725286315376E-5
Vertex: node:105050, PageRank: 1.7669368991346135E-5
Vertex: node:109333, PageRank: 1.7668373294520906E-5
Vertex: node:45167, PageRank: 1.7661205085529653E-5
Vertex: node:72408, PageRank: 1.7661047852849042E-5
Vertex: node:100628, PageRank: 1.765866979080843E-5
Vertex: node:122562, PageRank: 1.7658626438505784E-5
Vertex: node:29315, PageRank: 1.7658093428435526E-5
Vertex: node:36062, PageRank: 1.7658092923284992E-5
Vertex: node:119254, PageRank: 1.7657196617668067E-5
Vertex: node:97483, PageRank: 1.765451696906072E-5
Vertex: node:121970, PageRank: 1.7653308953091868E-5
Vertex: node:53662, PageRank: 1.7650440974983605E-5
Vertex: node:37950, PageRank: 1.7649461202844626E-5
Vertex: node:127749, PageRank: 1.7645330496305322E-5
Vertex: node:124533, PageRank: 1.7643053276469543E-5
Vertex: node:24836, PageRank: 1.7641012123544267E-5
Vertex: node:90841, PageRank: 1.7641012123544267E-5
Vertex: node:64749, PageRank: 1.764091121230108E-5
Vertex: node:38173, PageRank: 1.7638391513008245E-5
Vertex: node:9418, PageRank: 1.763656660909194E-5
Vertex: node:35740, PageRank: 1.763543082917825E-5
Vertex: node:22343, PageRank: 1.763040406739673E-5
Vertex: node:65796, PageRank: 1.762730180526196E-5
Vertex: node:95426, PageRank: 1.762730180526196E-5
Vertex: node:122364, PageRank: 1.762292800465601E-5
Vertex: node:88953, PageRank: 1.7620173297062868E-5
Vertex: node:115785, PageRank: 1.761860798457982E-5
Vertex: node:101424, PageRank: 1.7618414121063043E-5
Vertex: node:27035, PageRank: 1.7618329325423133E-5
Vertex: node:109701, PageRank: 1.7613183853436302E-5
Vertex: node:67992, PageRank: 1.760787780622344E-5
Vertex: node:109736, PageRank: 1.7606983058944775E-5
Vertex: node:110296, PageRank: 1.7606446948509402E-5
Vertex: node:112720, PageRank: 1.7603056193895586E-5
Vertex: node:118483, PageRank: 1.7599764425572218E-5
Vertex: node:27772, PageRank: 1.7590605658161142E-5
Vertex: node:3046, PageRank: 1.7590605658161142E-5
Vertex: node:4534, PageRank: 1.7585611053996717E-5
Vertex: node:21407, PageRank: 1.758384574856074E-5
Vertex: node:130686, PageRank: 1.758232101581002E-5
Vertex: node:91032, PageRank: 1.758136943825576E-5
Vertex: node:96356, PageRank: 1.758136943825576E-5
Vertex: node:64082, PageRank: 1.7579921023021947E-5
Vertex: node:872, PageRank: 1.7579921023021947E-5
Vertex: node:117994, PageRank: 1.7576499452388616E-5
Vertex: node:111560, PageRank: 1.757536754049427E-5
Vertex: node:115020, PageRank: 1.7574198106925827E-5
Vertex: node:68329, PageRank: 1.7573606334491536E-5
Vertex: node:12077, PageRank: 1.757125280701074E-5
Vertex: node:3927, PageRank: 1.756732752407726E-5
Vertex: node:49738, PageRank: 1.756732752407726E-5
Vertex: node:38450, PageRank: 1.7566669751685387E-5
Vertex: node:103038, PageRank: 1.7563834737919345E-5
Vertex: node:55328, PageRank: 1.755331562776811E-5
Vertex: node:14467, PageRank: 1.7550712592448E-5
Vertex: node:121076, PageRank: 1.7548434048231705E-5
Vertex: node:129289, PageRank: 1.7547454198196123E-5
Vertex: node:97037, PageRank: 1.7547454198196123E-5
Vertex: node:52785, PageRank: 1.7547209378521516E-5
Vertex: node:119324, PageRank: 1.7544759265976995E-5
Vertex: node:6441, PageRank: 1.7544710748996126E-5
Vertex: node:48444, PageRank: 1.7543660216822115E-5
Vertex: node:95072, PageRank: 1.753704836677545E-5
Vertex: node:28789, PageRank: 1.7531623163742212E-5
Vertex: node:104417, PageRank: 1.7530613274905316E-5
Vertex: node:26086, PageRank: 1.7530613274905316E-5
Vertex: node:115214, PageRank: 1.7523758543593926E-5
Vertex: node:118030, PageRank: 1.752367896085684E-5
Vertex: node:15229, PageRank: 1.752088723897525E-5
Vertex: node:117291, PageRank: 1.7520738629590015E-5
Vertex: node:63313, PageRank: 1.7520738629590015E-5
Vertex: node:110603, PageRank: 1.7520227940007603E-5
Vertex: node:24084, PageRank: 1.7514185930154474E-5
Vertex: node:85572, PageRank: 1.7512657565949704E-5
Vertex: node:47718, PageRank: 1.7509502717690025E-5
Vertex: node:28935, PageRank: 1.7508372352831764E-5
Vertex: node:112697, PageRank: 1.750815091971189E-5
Vertex: node:69399, PageRank: 1.7507676154468685E-5
Vertex: node:66633, PageRank: 1.7505541541142095E-5
Vertex: node:58151, PageRank: 1.7505191366512876E-5
Vertex: node:63484, PageRank: 1.74954899416248E-5
Vertex: node:98654, PageRank: 1.7492593895187167E-5
Vertex: node:68252, PageRank: 1.748993264701554E-5
Vertex: node:130046, PageRank: 1.7489722664536063E-5
Vertex: node:7991, PageRank: 1.7488520374358444E-5
Vertex: node:55821, PageRank: 1.7488214988864065E-5
Vertex: node:58138, PageRank: 1.7488214988864065E-5
Vertex: node:94381, PageRank: 1.747519171711914E-5
Vertex: node:106642, PageRank: 1.747257571095373E-5
Vertex: node:3739, PageRank: 1.7469772832916252E-5
Vertex: node:94025, PageRank: 1.7469772832916252E-5
Vertex: node:34867, PageRank: 1.746684477961506E-5
Vertex: node:64136, PageRank: 1.7462600577981962E-5
Vertex: node:45271, PageRank: 1.7461546554291938E-5
Vertex: node:70075, PageRank: 1.7455233046011703E-5
Vertex: node:68162, PageRank: 1.744908789625044E-5
Vertex: node:97014, PageRank: 1.744849551841902E-5
Vertex: node:13945, PageRank: 1.7447084381334057E-5
Vertex: node:123910, PageRank: 1.7439054032507998E-5
Vertex: node:28385, PageRank: 1.74343809411773E-5
Vertex: node:82560, PageRank: 1.743174402793972E-5
Vertex: node:17098, PageRank: 1.7426239851695463E-5
Vertex: node:26860, PageRank: 1.7425742995422325E-5
Vertex: node:132632, PageRank: 1.742442495672164E-5
Vertex: node:39579, PageRank: 1.742442495672164E-5
Vertex: node:96234, PageRank: 1.742442495672164E-5
Vertex: node:53573, PageRank: 1.742178397977946E-5
Vertex: node:62078, PageRank: 1.742178397977946E-5
Vertex: node:81286, PageRank: 1.742118387469573E-5
Vertex: node:57406, PageRank: 1.741819380853855E-5
Vertex: node:123100, PageRank: 1.741351853418673E-5
Vertex: node:93806, PageRank: 1.7410770552148473E-5
Vertex: node:73758, PageRank: 1.7405915780809028E-5
Vertex: node:132948, PageRank: 1.7403647710141726E-5
Vertex: node:18358, PageRank: 1.740255855891672E-5
Vertex: node:8553, PageRank: 1.740255855891672E-5
Vertex: node:19076, PageRank: 1.740167486285189E-5
Vertex: node:83786, PageRank: 1.7397728231542976E-5
Vertex: node:38672, PageRank: 1.739531207339701E-5
Vertex: node:55859, PageRank: 1.739531207339701E-5
Vertex: node:110299, PageRank: 1.7394106581545577E-5
Vertex: node:59220, PageRank: 1.7381184579386564E-5
Vertex: node:12645, PageRank: 1.7372663778737368E-5
Vertex: node:71619, PageRank: 1.7370980536111756E-5
Vertex: node:122670, PageRank: 1.736945370668674E-5
Vertex: node:80882, PageRank: 1.7367843254423162E-5
Vertex: node:118860, PageRank: 1.736723255217775E-5
Vertex: node:32722, PageRank: 1.7366809466092858E-5
Vertex: node:90284, PageRank: 1.736468309120467E-5
Vertex: node:112957, PageRank: 1.7356477070534547E-5
Vertex: node:1121, PageRank: 1.7354882117123155E-5
Vertex: node:122552, PageRank: 1.7353883118971507E-5
Vertex: node:17290, PageRank: 1.7353883118971507E-5
Vertex: node:33190, PageRank: 1.7332940515045215E-5
Vertex: node:5067, PageRank: 1.7332940515045215E-5
Vertex: node:37526, PageRank: 1.732875657909385E-5
Vertex: node:53709, PageRank: 1.7328054177781084E-5
Vertex: node:16118, PageRank: 1.73269211804291E-5
Vertex: node:121636, PageRank: 1.7325354433143124E-5
Vertex: node:28035, PageRank: 1.7320673141786855E-5
Vertex: node:86839, PageRank: 1.7320673141786855E-5
Vertex: node:29985, PageRank: 1.7318970549848876E-5
Vertex: node:81368, PageRank: 1.7318970549848876E-5
Vertex: node:121103, PageRank: 1.731868441417888E-5
Vertex: node:76439, PageRank: 1.7317482106227305E-5
Vertex: node:4905, PageRank: 1.7317346538993695E-5
Vertex: node:78480, PageRank: 1.7317346538993695E-5
Vertex: node:93580, PageRank: 1.7317325727700838E-5
Vertex: node:115125, PageRank: 1.7317287608355382E-5
Vertex: node:3233, PageRank: 1.731222855307518E-5
Vertex: node:124299, PageRank: 1.73118281458659E-5
Vertex: node:98023, PageRank: 1.7311677189593773E-5
Vertex: node:41569, PageRank: 1.731121364964064E-5
Vertex: node:97145, PageRank: 1.7306977013915382E-5
Vertex: node:39244, PageRank: 1.7306802765564648E-5
Vertex: node:1510, PageRank: 1.7302645163922128E-5
Vertex: node:27282, PageRank: 1.7301504691528487E-5
Vertex: node:20501, PageRank: 1.7300398013697386E-5
Vertex: node:98512, PageRank: 1.72997027510485E-5
Vertex: node:27919, PageRank: 1.7294720334946308E-5
Vertex: node:99622, PageRank: 1.7294720334946308E-5
Vertex: node:104851, PageRank: 1.7291915681368696E-5
Vertex: node:70730, PageRank: 1.7288553997044143E-5
Vertex: node:112273, PageRank: 1.7287417503827997E-5
Vertex: node:123701, PageRank: 1.7285310851812242E-5
Vertex: node:72491, PageRank: 1.7282446225653855E-5
Vertex: node:91222, PageRank: 1.7282446225653855E-5
Vertex: node:25781, PageRank: 1.7280510941013054E-5
Vertex: node:55556, PageRank: 1.7276818869825567E-5
Vertex: node:10155, PageRank: 1.727408866977395E-5
Vertex: node:114796, PageRank: 1.727408866977395E-5
Vertex: node:128857, PageRank: 1.7273549994676252E-5
Vertex: node:39121, PageRank: 1.727313083954003E-5
Vertex: node:90911, PageRank: 1.727313083954003E-5
Vertex: node:21418, PageRank: 1.7269253381131547E-5
Vertex: node:73490, PageRank: 1.7267389524077472E-5
Vertex: node:39367, PageRank: 1.7266750341449774E-5
Vertex: node:126985, PageRank: 1.7265388918921148E-5
Vertex: node:81311, PageRank: 1.7265388918921148E-5
Vertex: node:79749, PageRank: 1.7261007712542928E-5
Vertex: node:66039, PageRank: 1.7260928915168832E-5
Vertex: node:84817, PageRank: 1.7260928915168832E-5
Vertex: node:87720, PageRank: 1.7260928915168832E-5
Vertex: node:34529, PageRank: 1.7259826024068704E-5
Vertex: node:132883, PageRank: 1.7259606262798704E-5
Vertex: node:29115, PageRank: 1.7259606262798704E-5
Vertex: node:63950, PageRank: 1.7258899653542676E-5
Vertex: node:48072, PageRank: 1.725669694737955E-5
Vertex: node:88131, PageRank: 1.7252600301568698E-5
Vertex: node:56878, PageRank: 1.7251255445043446E-5
Vertex: node:26831, PageRank: 1.725058545085577E-5
Vertex: node:108178, PageRank: 1.7249333449762014E-5
Vertex: node:25507, PageRank: 1.7243971590231653E-5
Vertex: node:128315, PageRank: 1.7239548855909034E-5
Vertex: node:130356, PageRank: 1.7239079742238548E-5
Vertex: node:16337, PageRank: 1.723820202762833E-5
Vertex: node:102750, PageRank: 1.723727189702601E-5
Vertex: node:64067, PageRank: 1.7236823765851856E-5
Vertex: node:82708, PageRank: 1.7227784916530307E-5
Vertex: node:63669, PageRank: 1.7226374923532467E-5
Vertex: node:20978, PageRank: 1.722491028485725E-5
Vertex: node:33042, PageRank: 1.722380432742368E-5
Vertex: node:62104, PageRank: 1.72225682698258E-5
Vertex: node:8714, PageRank: 1.7222476393858056E-5
Vertex: node:17204, PageRank: 1.7218253792982452E-5
